forecast_date,target,target_end_date,location,type,quantile,value
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.45,104
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.5,106
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.55,108
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.6000000000000001,110
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.6500000000000001,112
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.7000000000000001,114
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.7500000000000001,117
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.8,120
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.8500000000000001,123
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.9000000000000001,127
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.95,131
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.975,136
2020-07-19,1 wk ahead inc death,2020-07-25,01,quantile,0.99,141
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.01,64
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.025,72
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.05,78
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.1,84
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.15000000000000002,89
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.2,92
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.25,95
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.3,98
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.35000000000000003,100
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.4,103
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.45,105
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.5,107
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.55,109
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.6000000000000001,112
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.6500000000000001,114
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.7000000000000001,117
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.7500000000000001,120
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.8,123
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.8500000000000001,126
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.9000000000000001,131
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.95,136
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.975,142
2020-07-19,2 wk ahead inc death,2020-08-01,01,quantile,0.99,151
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.01,59
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.025,66
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.05,72
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.1,83
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.15000000000000002,87
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.2,91
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.25,95
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.3,99
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.35000000000000003,102
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.4,105
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.45,107
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.5,110
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.55,113
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.6000000000000001,115
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.6500000000000001,117
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.7000000000000001,120
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.7500000000000001,123
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.8,126
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.8500000000000001,130
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.9000000000000001,135
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.95,143
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.975,148
2020-07-19,3 wk ahead inc death,2020-08-08,01,quantile,0.99,153
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.01,61
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.025,70
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.05,75
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.1,83
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.15000000000000002,89
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.2,93
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.25,96
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.3,99
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.35000000000000003,101
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.4,105
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.45,108
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.5,111
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.55,114
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.6000000000000001,118
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.6500000000000001,121
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.7000000000000001,124
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.7500000000000001,127
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.8,132
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.8500000000000001,136
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.9000000000000001,140
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.95,147
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.975,157
2020-07-19,4 wk ahead inc death,2020-08-15,01,quantile,0.99,162
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.01,0
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.025,0
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.05,0
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.1,0
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.15000000000000002,0
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.2,0
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.25,0
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.3,1
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.35000000000000003,1
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.4,1
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.45,1
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.5,1
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.55,2
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.6000000000000001,2
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.6500000000000001,2
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.7000000000000001,2
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.7500000000000001,2
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.8,3
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.8500000000000001,3
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.9000000000000001,3
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.95,4
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.975,4
2020-07-19,1 wk ahead inc death,2020-07-25,02,quantile,0.99,5
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.01,0
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.025,0
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.05,0
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.1,0
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.15000000000000002,0
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.2,0
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.25,0
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.3,0
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.35000000000000003,1
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.4,1
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.45,1
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.5,1
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.55,1
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.6000000000000001,2
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.6500000000000001,2
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.7000000000000001,2
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.7500000000000001,2
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.8,3
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.8500000000000001,3
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.9000000000000001,3
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.95,4
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.975,4
2020-07-19,2 wk ahead inc death,2020-08-01,02,quantile,0.99,5
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.01,0
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.025,0
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.05,0
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.1,0
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.15000000000000002,0
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.2,0
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.25,0
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.3,0
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.35000000000000003,1
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.4,1
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.45,1
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.5,1
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.55,2
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.6000000000000001,2
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.6500000000000001,2
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.7000000000000001,2
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.7500000000000001,3
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.8,3
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.8500000000000001,3
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.9000000000000001,4
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.95,5
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.975,5
2020-07-19,3 wk ahead inc death,2020-08-08,02,quantile,0.99,6
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.01,0
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.025,0
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.05,0
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.1,0
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.15000000000000002,0
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.2,0
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.25,0
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.3,0
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.35000000000000003,1
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.4,1
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.45,1
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.5,1
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.55,1
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.6000000000000001,2
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.6500000000000001,2
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.7000000000000001,2
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.7500000000000001,3
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.8,3
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.8500000000000001,3
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.9000000000000001,4
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.95,5
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.975,5
2020-07-19,4 wk ahead inc death,2020-08-15,02,quantile,0.99,6
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.01,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.025,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.05,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.1,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.15000000000000002,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.2,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.25,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.3,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.35000000000000003,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.4,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.45,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.5,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.55,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.6000000000000001,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.6500000000000001,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.7000000000000001,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.7500000000000001,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.8,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.8500000000000001,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.9000000000000001,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.95,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.975,0
2020-07-19,1 wk ahead inc death,2020-07-25,60,quantile,0.99,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.01,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.025,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.05,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.1,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.15000000000000002,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.2,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.25,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.3,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.35000000000000003,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.4,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.45,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.5,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.55,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.6000000000000001,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.6500000000000001,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.7000000000000001,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.7500000000000001,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.8,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.8500000000000001,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.9000000000000001,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.95,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.975,0
2020-07-19,2 wk ahead inc death,2020-08-01,60,quantile,0.99,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.01,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.025,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.05,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.1,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.15000000000000002,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.2,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.25,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.3,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.35000000000000003,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.4,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.45,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.5,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.55,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.6000000000000001,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.6500000000000001,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.7000000000000001,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.7500000000000001,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.8,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.8500000000000001,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.9000000000000001,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.95,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.975,0
2020-07-19,3 wk ahead inc death,2020-08-08,60,quantile,0.99,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.01,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.025,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.05,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.1,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.15000000000000002,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.2,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.25,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.3,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.35000000000000003,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.4,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.45,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.5,0
2020-07-19,4 wk ahead inc death,2020-08-15,60,quantile,0.55,0
