forecast_date,target,target_end_date,location,type,quantile,value
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.1,116492.90000000001
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.15,116543.7
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.2,116582
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.25,116615.25
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.3,116649.70000000001
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.35,116679.29999999999
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.4,116707
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.45,116732
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.5,116761.5
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.55,116787
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.6,116816
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.65,116840.70000000001
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.7,116869
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.75,116900.25
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.8,116939
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.85,116982.15
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.9,117045.1
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.95,117108.20000000001
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.975,117204.02500000001
2020-06-12,1 wk ahead cum death,2020-06-13,US,quantile,0.99,117243.01000000001
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.01,120065.83
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.025,120181.7
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.05,120320.8
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.1,120506.7
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.15,120618
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.2,120718
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.25,120798.5
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.3,120883.7
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.35,120946.29999999999
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.4,121003.59999999999
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.45,121063
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.5,121128
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.55,121193
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.6,121262.4
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.65,121324.35
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.7,121391.2
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.75,121460.25
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.8,121530
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.85,121667.3
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.9,121781.5
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.95,121970.05
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.975,122044.47499999999
2020-06-12,2 wk ahead cum death,2020-06-20,US,quantile,0.99,122296.52
2020-06-12,1 wk ahead cum death,2020-06-13,US,point,NA,116761.5
2020-06-12,2 wk ahead cum death,2020-06-20,US,point,NA,121128
