forecast_date,region,sample,id,predictions,horizon,model,week,true_values
2020-06-15,US,32,2020-06-17,812,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,32,2020-06-18,782,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,32,2020-06-19,796,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,33,2020-06-17,689,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,33,2020-06-18,792,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,33,2020-06-19,740,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,34,2020-06-17,817,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,34,2020-06-18,799,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,34,2020-06-19,793,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,35,2020-06-17,750,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,35,2020-06-18,733,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,35,2020-06-19,699,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,36,2020-06-17,799,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,36,2020-06-18,853,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,36,2020-06-19,783,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,37,2020-06-17,768,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,37,2020-06-18,793,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,37,2020-06-19,751,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,38,2020-06-17,862,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,38,2020-06-18,804,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,38,2020-06-19,865,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,39,2020-06-17,808,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,39,2020-06-18,825,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,39,2020-06-19,706,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,40,2020-06-17,797,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,40,2020-06-18,831,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,40,2020-06-19,771,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,41,2020-06-17,822,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,41,2020-06-18,758,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,41,2020-06-19,814,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,42,2020-06-17,759,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,42,2020-06-18,683,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,42,2020-06-19,778,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,43,2020-06-17,773,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,43,2020-06-18,779,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,43,2020-06-19,740,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,44,2020-06-17,893,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,44,2020-06-18,851,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,44,2020-06-19,802,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,45,2020-06-17,791,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,45,2020-06-18,779,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,45,2020-06-19,720,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,46,2020-06-17,761,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,46,2020-06-18,768,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,46,2020-06-19,800,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,47,2020-06-17,755,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,47,2020-06-18,742,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,47,2020-06-19,758,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,48,2020-06-17,837,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,48,2020-06-18,766,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,48,2020-06-19,803,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,49,2020-06-17,808,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,49,2020-06-18,759,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,49,2020-06-19,791,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,50,2020-06-17,787,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,50,2020-06-18,774,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,50,2020-06-19,784,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,51,2020-06-17,694,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,51,2020-06-18,712,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,51,2020-06-19,795,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,52,2020-06-17,893,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,52,2020-06-18,815,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,52,2020-06-19,891,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,53,2020-06-17,844,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,53,2020-06-18,744,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,53,2020-06-19,806,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,54,2020-06-17,775,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,54,2020-06-18,800,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,54,2020-06-19,782,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,55,2020-06-17,848,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,55,2020-06-18,775,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,55,2020-06-19,740,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,56,2020-06-17,836,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,56,2020-06-18,751,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,56,2020-06-19,816,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,57,2020-06-17,732,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,57,2020-06-18,758,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,57,2020-06-19,836,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,58,2020-06-17,763,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,58,2020-06-18,768,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,58,2020-06-19,710,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,59,2020-06-17,841,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,59,2020-06-18,740,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,59,2020-06-19,704,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,60,2020-06-17,764,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,60,2020-06-18,754,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,60,2020-06-19,778,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,61,2020-06-17,757,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,61,2020-06-18,796,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,61,2020-06-19,792,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,62,2020-06-17,769,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,62,2020-06-18,816,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,62,2020-06-19,827,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,63,2020-06-17,838,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,63,2020-06-18,912,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,63,2020-06-19,832,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,64,2020-06-17,826,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,64,2020-06-18,785,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,64,2020-06-19,772,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,65,2020-06-17,787,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,65,2020-06-18,763,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,65,2020-06-19,741,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,66,2020-06-17,889,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,66,2020-06-18,844,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,66,2020-06-19,789,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,67,2020-06-17,795,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,67,2020-06-18,761,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,67,2020-06-19,783,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,68,2020-06-17,837,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,68,2020-06-18,795,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,68,2020-06-19,787,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,69,2020-06-17,774,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,69,2020-06-18,754,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,69,2020-06-19,730,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,70,2020-06-17,811,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,70,2020-06-18,814,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,70,2020-06-19,792,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,71,2020-06-17,748,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,71,2020-06-18,750,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,71,2020-06-19,706,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,72,2020-06-17,799,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,72,2020-06-18,861,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,72,2020-06-19,816,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,73,2020-06-17,775,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,73,2020-06-18,770,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,73,2020-06-19,713,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,74,2020-06-17,845,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,74,2020-06-18,884,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,74,2020-06-19,894,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,75,2020-06-17,872,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,75,2020-06-18,832,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,75,2020-06-19,784,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,76,2020-06-17,797,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,76,2020-06-18,834,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,76,2020-06-19,802,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,77,2020-06-17,780,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,77,2020-06-18,727,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,77,2020-06-19,719,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,78,2020-06-17,776,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,78,2020-06-18,775,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,78,2020-06-19,800,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,79,2020-06-17,868,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,79,2020-06-18,798,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,79,2020-06-19,782,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,80,2020-06-17,732,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,80,2020-06-18,781,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,80,2020-06-19,808,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,81,2020-06-17,801,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,81,2020-06-18,768,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,81,2020-06-19,689,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,82,2020-06-17,820,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,82,2020-06-18,750,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,82,2020-06-19,841,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,83,2020-06-17,817,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,83,2020-06-18,798,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,83,2020-06-19,748,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,84,2020-06-17,836,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,84,2020-06-18,832,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,84,2020-06-19,847,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,85,2020-06-17,748,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,85,2020-06-18,780,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,85,2020-06-19,833,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,86,2020-06-17,813,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,86,2020-06-18,750,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,86,2020-06-19,789,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,87,2020-06-17,867,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,87,2020-06-18,789,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,87,2020-06-19,735,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,88,2020-06-17,904,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,88,2020-06-18,890,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,88,2020-06-19,917,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,89,2020-06-17,823,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,89,2020-06-18,768,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,89,2020-06-19,774,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,90,2020-06-17,802,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,90,2020-06-18,710,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,90,2020-06-19,739,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,91,2020-06-17,817,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,91,2020-06-18,757,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,91,2020-06-19,760,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,92,2020-06-17,755,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,92,2020-06-18,733,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,92,2020-06-19,733,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,93,2020-06-17,802,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,93,2020-06-18,767,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,93,2020-06-19,737,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,94,2020-06-17,715,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,94,2020-06-18,812,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,94,2020-06-19,766,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,95,2020-06-17,783,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,95,2020-06-18,729,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,95,2020-06-19,756,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,96,2020-06-17,778,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,96,2020-06-18,781,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,96,2020-06-19,761,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,97,2020-06-17,846,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,97,2020-06-18,826,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,97,2020-06-19,833,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,98,2020-06-17,814,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,98,2020-06-18,816,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,98,2020-06-19,765,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,99,2020-06-17,770,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,99,2020-06-18,812,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,99,2020-06-19,777,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,100,2020-06-17,789,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,100,2020-06-18,821,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,100,2020-06-19,788,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,101,2020-06-17,855,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,101,2020-06-18,782,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,101,2020-06-19,883,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,102,2020-06-17,736,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,102,2020-06-18,725,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,102,2020-06-19,626,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,103,2020-06-17,730,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,103,2020-06-18,757,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,103,2020-06-19,747,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,104,2020-06-17,744,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,104,2020-06-18,772,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,104,2020-06-19,768,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,105,2020-06-17,838,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,105,2020-06-18,754,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,105,2020-06-19,828,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,106,2020-06-17,822,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,106,2020-06-18,788,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,106,2020-06-19,847,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,107,2020-06-17,819,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,107,2020-06-18,779,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,107,2020-06-19,901,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,108,2020-06-17,746,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,108,2020-06-18,735,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,108,2020-06-19,744,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,109,2020-06-17,879,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,109,2020-06-18,838,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,109,2020-06-19,827,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,110,2020-06-17,773,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,110,2020-06-18,689,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,110,2020-06-19,773,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,111,2020-06-17,745,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,111,2020-06-18,730,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,111,2020-06-19,747,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,112,2020-06-17,754,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,112,2020-06-18,799,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,112,2020-06-19,766,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,113,2020-06-17,824,1,EpiSoon_rt,2020-06-14,759
2020-06-15,US,113,2020-06-18,799,2,EpiSoon_rt,2020-06-14,717
2020-06-15,US,113,2020-06-19,785,3,EpiSoon_rt,2020-06-14,678
2020-06-15,US,114,2020-06-17,829,1,EpiSoon_rt,2020-06-14,759
