forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.01,152.49,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.025,168.975,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.05,180.975,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.1,207.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.15,228,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.2,247.4,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.25,267.875,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.3,287,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.35,304.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.4,321.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.45,339,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.5,361.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.55,385.725,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.6,407.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.65,432.85,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.7,458.15,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.75,486.25,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.8,522.6,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.85,581.15,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.9,635.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.95,724.05,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.975,816.825,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,01,quantile,0.99,932.545,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,point,,417.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.01,152.485,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.025,174.4875,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.05,192.95,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.1,229.4,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.15,256.425,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.2,280.9,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.25,306.875,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.3,327.35,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.35,348.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.4,371.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.45,392.775,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.5,417.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.55,444.95,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.6,472.7,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.65,501.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.7,530.3,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.75,568.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.8,611.9,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.85,674.575,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.9,761.700000000001,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.95,875.7,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.975,1005.2375,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,01,quantile,0.99,1144.85,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,point,,475,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.01,170.46,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.025,190.4625,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.05,214.475,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.1,244.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.15,275.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.2,304.8,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.25,330.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.3,356.7,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.35,384.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.4,413.3,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.45,442.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.5,475,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.55,502.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.6,536,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.65,569.35,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.7,609.65,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.75,656.25,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.8,710.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.85,776.65,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.9,870.05,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.95,1002.525,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.975,1107.85,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,01,quantile,0.99,1489.605,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,point,,34,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.01,13.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.025,14,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.05,15,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.1,17.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.15,19.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.2,21.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.25,23.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.3,26,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.35,27.825,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.4,30,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.45,32,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.5,34,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.55,36,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.6,39,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.65,42,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.7,45,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.75,48.5000000000001,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.8,53,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.85,58,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.9,64,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.95,73.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.975,83.0125,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,02,quantile,0.99,95.015,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,point,,43,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.01,16,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.025,17.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.05,19,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.1,21.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.15,24,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.2,26.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.25,29,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.3,31.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.35,34.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.4,37.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.45,40.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.5,43,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.55,47.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.6,51.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.65,56,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.7,61.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.75,68,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.8,76,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.85,83.5750000000001,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.9,96.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.95,109.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.975,118.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,02,quantile,0.99,129.505,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,point,,55.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.01,17,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.025,18.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.05,20.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.1,23.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.15,26.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.2,30,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.25,33,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.3,37,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.35,41.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.4,46,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.45,51,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.5,55.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.55,61,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.6,67.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.65,76,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.7,83.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.75,94.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.8,106.6,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.85,124.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.9,142.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.95,166.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.975,184,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,02,quantile,0.99,200.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,point,,65,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.01,19,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.025,20.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.05,23,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.1,27,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.15,31.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.2,35.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.25,39.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.3,43,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.35,47.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.4,53.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.45,59,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.5,65,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.55,73,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.6,80,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.65,88.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.7,99.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.75,111,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.8,128,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.85,144.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.9,163.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.95,189.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.975,207.0125,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,02,quantile,0.99,225.01,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,point,,543.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.01,325.49,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.025,336,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.05,354.975,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.1,387.95,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.15,414.425,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.2,431.9,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.25,451.25,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.3,469.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.35,491,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.4,507,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.45,525,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.5,543.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.55,562.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.6,582.7,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.65,602.675,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.7,629,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.75,655.125,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.8,688.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.85,730.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.9,773.6,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.95,838.05,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.975,898.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,04,quantile,0.99,950.015,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,point,,695,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.01,382.44,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.025,406,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.05,424.425,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.1,470,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.15,502.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.2,530.9,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.25,559.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.3,587.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.35,609,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.4,636.8,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.45,665.775,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.5,695,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.55,733.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.6,767.7,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.65,804,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.7,841.15,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.75,893,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.8,955.1,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.85,1018.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.9,1098.3,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.95,1228.05,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.975,1304.525,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,04,quantile,0.99,1405.8,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,point,,908.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.01,455.86,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.025,491.6875,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.05,530.9,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.1,575.45,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.15,612.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.2,652.8,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.25,694.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.3,735.7,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.35,773,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.4,815.1,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.45,861.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.5,908.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.55,959.725,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.6,1018.8,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.65,1085,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.7,1156.3,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.75,1243,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.8,1345.6,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.85,1483.075,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.9,1667.1,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.95,1865.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.975,2000.125,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,04,quantile,0.99,2142.53,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,point,,1119.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.01,486.48,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.025,523.4625,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.05,584.45,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.1,655.95,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.15,704,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.2,756,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.25,809.375,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.3,857,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.35,916.325,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.4,979.3,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.45,1041.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.5,1119.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.55,1194.725,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.6,1289,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.65,1384.175,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.7,1506.65,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.75,1627.25,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.8,1811.3,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.85,1990.8,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.9,2214.55,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.95,2496.125,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,04,quantile,0.975,2774.025,mean
